,Search term,Keyword,Added/Excluded,Similarity Score,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match
1642,roofing companies in tulsa,residential roofing contractor,2,0.5785179138183594,1,0,0
1643,kenny roofing,roof installation company,2,0.5302505493164062,1,0,0
1644,abf roofing lubbock,roof repair specialist,2,0.48189207911491394,0,0,1
1645,small roof leak repair,house roof repair,2,0.7183057069778442,0,0,1
1646,roof estimates near me,online roofing estimate,2,0.7553290724754333,0,1,0
1647,mule hide roofing,roof repair services,2,0.4397757053375244,1,0,0
1648,roofing companys near me,roofing company near me,2,0.9434390068054199,0,1,0
1649,quick fix for roof leak,damaged roof repair,2,0.6261875629425049,0,0,1
1650,barnett roofing,roofing companies near me,1,0.661078155040741,1,0,0
1651,campany roofing oneida,roofing company service,2,0.5224157571792603,0,0,1
1652,leak detection and repair near me,roof repair services,2,0.4169239401817322,1,0,0
1653,roof rejuvenation,roof repair near me,2,0.659417986869812,1,0,0
1654,tulsa roofing and home remodel,home roofing company,2,0.654556930065155,0,0,1
1655,wet patch roof leak repair,+roof +leak +repair,2,0.7477019429206848,0,0,1
1656,hail damage repair estimate,roof repair free estimate,2,0.5693701505661011,1,0,0
1657,good roofer,+best +roofing +contractor,2,0.7533599138259888,0,1,0
1658,how much to reshingle a roof,residential roofing contractor,2,0.4591270089149475,1,0,0
1659,continental roofing,home roofing contractor,2,0.5875362157821655,1,0,0
1660,roof repair tulsa,+house +roof +repair,2,0.6181514263153076,0,0,1
1661,roof repair tulsa,roof repair,2,0.7960320711135864,0,0,1
1662,roofing contractors enid ok,roofing contractor service,2,0.7199456691741943,0,0,1
1663,gryphon roofing,roofing companies near me,2,0.569611132144928,1,0,0
1664,russian roofers,roof repair expert,2,0.5138490200042725,0,0,1
1665,replacing roof shingles,roofers near me,2,0.48732638359069824,1,0,0
1666,roof leaks owasso,roofing in broken arrow,2,0.49661096930503845,1,0,0
1667,comp roofing,roof installation company,2,0.6958343982696533,1,0,0
1668,dnb roofing,home roofing contractor,2,0.5863990187644958,0,0,1
1669,canon roofing,roof installation company,2,0.5828864574432373,1,0,0
1670,cost to have roof reshingled,+house +roof +replacement,2,0.5667604804039001,0,0,1
1671,strong roofing,roof repair company,1,0.5780913829803467,1,0,0
1672,mdr roofing,top roofing company,2,0.5547194480895996,0,0,1
1673,c s roofing,home roofing contractor,2,0.5898369550704956,0,0,1
1674,shamrock roofing near me,roofing contractor nearby,2,0.6359306573867798,0,0,1
1675,pole barn roof,residential roofing company,2,0.47818583250045776,1,0,0
1676,state farm roofing contractors,roof repair specialist,2,0.6511792540550232,0,0,1
1677,state farm roofing contractors,local roofer,2,0.6259778738021851,0,0,1
1678,reroofing a house,+home +roof +replacement,2,0.5438137054443359,0,1,0
1679,roofing intelligence com,roof installation company,2,0.8051092624664307,0,0,1
1680,leonard roofing,roof repair specialist,2,0.6010882258415222,0,0,1
1681,at home roofing,residential roofing contractor,2,0.6798884868621826,1,0,0
1682,glidewell roofing,roofing companies near me,1,0.6170929074287415,1,0,0
1683,kings roofing,residential roofing company,1,0.6141206622123718,1,0,0
1684,roofers in tulsa,roof repair in tulsa,2,0.8540644645690918,0,1,0
1685,roofers in tulsa,home roofing company,2,0.7023886442184448,0,0,1
1686,ch roofing,roofing companies near me,2,0.6625539660453796,1,0,0
1687,roofers coweta ok,roofing company in my area,2,0.672804057598114,0,0,1
1688,mjc roofing,roofing company service,2,0.6376491785049438,0,0,1
1689,cost to reroof a home,home roof replacement,2,0.37200307846069336,0,0,1
1690,roof repairs,roof repair,2,0.9839224815368652,0,1,0
1691,roofing contractors muskogee ok,+roofing +contractor +service,2,0.7132483124732971,0,0,1
1692,heritage ii shingles,roofing company in my area,2,0.4272158443927765,1,0,0
1693,sand springs roofers,+roofing +company +sand +springs,2,0.802168071269989,0,1,0
1694,roofing companies okc,+roofing +company +service,2,0.687895655632019,0,0,1
1695,dans roofing,residential roofing company,2,0.6191943883895874,1,0,0
1696,gaf natural shadow,residential roofing company,2,0.11632139980792999,1,0,0
1697,permalock aluminum shingles,roofers near me,2,0.44713321328163147,1,0,0
1698,roofwrap,roofing company in my area,2,0.5369570255279541,1,0,0
1699,fiberglass roofing,roof installation company,2,0.60030597448349,1,0,0
1700,roof patching near me,roof repair,2,0.7492319941520691,0,0,1
1701,roofing company in owasso,residential roofing contractor,2,0.6089025139808655,1,0,0
1702,r&d roofing,roofing company in my area,2,0.6931179761886597,1,0,0
1703,storm damage repair,roof repair services,2,0.5353204011917114,1,0,0
1704,turtle roofing,home roofing contractor,2,0.523015022277832,0,0,1
1705,super roofer,roof repair company,2,0.6728713512420654,1,0,0
1706,roofing companies bixby ok,roof repair in bixby,2,0.746788501739502,0,1,0
1707,best roofers in my area,roofing company near me,2,0.8381725549697876,0,1,0
1708,1stop roofing,roof installation company,2,0.6559142470359802,0,0,1
1709,siloam springs roofing company,roof repair specialist,2,0.6031723618507385,0,0,1
1710,gaf certified roofer,roof repair company,2,0.6368882060050964,0,0,1
1711,roofing repair broken arrow,roofing company broken arrow,2,0.7917287945747375,0,1,0
1712,free roof replacement,roofing company in my area,2,0.5605205297470093,1,0,0
1713,roofing layers,roof installation company,2,0.5590637922286987,1,0,0
1714,terry roofing,roof repair services,2,0.676342785358429,0,0,1
1715,armor roof,home roof replacement,2,0.5658780336380005,1,0,0
1716,lanes roofing,local roofer,2,0.5356301665306091,0,0,1
1717,lakeside roofing,roofing contractor service,1,0.6397073268890381,0,0,1
1718,wind damage to roof insurance coverage,damaged roof repair,2,0.6625319123268127,1,0,0
1719,ccc roofing and construction,roofers near me,2,0.5459368228912354,1,0,0
1720,devinci roofing,residential roofing company,2,0.6314340829849243,1,0,0
1721,allweather roofing,roofing companies near me,2,0.6592459678649902,1,0,0
1722,gonano roofing,roof installation company,2,0.6841609477996826,0,0,1
1723,smart roof llc,roofing companies near me,2,0.6329272985458374,1,0,0
1724,roofing force,roofers near me,2,0.509687066078186,1,0,0
1725,provia roofing,roof installation company,2,0.5959887504577637,0,0,1
1726,roofers,roofer company,1,0.8256430625915527,0,1,0
1727,ccr roofing llc,roof repair near me,2,0.6415740251541138,1,0,0
1728,barrett's roofing,roof repair near me,2,0.6599025726318359,1,0,0
1729,j & m roofing,commercial roofing contractor,2,0.636020839214325,1,0,0
1730,tpo roofing near me,TPO roofing company,2,0.8757016062736511,0,0,1
1731,epdm rubber roof,commercial flat roof replacement,2,0.4723798632621765,1,0,0
1732,install a skylight in an existing roof,skylight installation,2,0.6824303269386292,0,0,1
1733,48 x 96 skylight,skylight replacement,2,0.6287187933921814,0,0,1
1734,cost of solar tubes,solar tube cost,2,0.9636412858963013,0,1,0
1735,install skylight existing roof,skylight installers,2,0.6839612722396851,0,0,1
1736,who installs skylights,skylight installation,2,0.59056556224823,0,1,0
1737,led replacement tube,light tube replacement,2,0.8697235584259033,0,0,1
1738,replacing a skylight cost,skylight replacement,2,0.7999062538146973,0,0,1
1739,replacement fluorescent tubes led,light tube replacement,2,0.7827064990997314,0,0,1
1740,andersen roof window replacement,skylight replacement,2,0.5264067053794861,0,0,1
1741,best replacement skylights,skylight replacement,2,0.8460276126861572,0,1,0
1742,professional skylight installation,skylight installation,2,0.8768054246902466,0,0,1
1743,4x4 skylight replacement,skylight replacement,2,0.8628497123718262,0,0,1
1744,roof window installation,roof window installation,0,1.0,0,1,0
1745,adding windows to roof,skylight installation,2,0.40002089738845825,0,1,0
1746,skylight cost to install,skylight installation,2,0.6935204267501831,0,0,1
1747,fixed skylight replacement,skylight replacement,2,0.8715074062347412,0,0,1
1748,skylights installed,skylight installation,2,0.7639253735542297,0,1,0
1749,t12 fluorescent tube led replacement,light tube replacement,2,0.7341033220291138,0,0,1
1750,cost to replace skylight,skylight cost,2,0.8254431486129761,0,0,1
1751,solar tube installation,solar tube installation,0,1.0,0,1,0
1752,best polycarbonate roofing,a best roofing,2,0.6938578486442566,0,0,1
1753,tulsa roofing company,a best roofing tulsa,2,0.8579755425453186,0,1,0
1754,best roof for hot climate,a best roofing,2,0.6528079509735107,0,0,1
1755,a best roofing north tonawanda,a best roofing,2,0.7350475788116455,0,0,1
1756,abestroofing,abest roofing,2,0.4758204221725464,0,1,0
1757,top rated roofing companies near me,a best roofing,2,0.7677872776985168,0,0,1
1758,a best roofing tulsa oklahoma,a best roofing tulsa ok,2,0.9926154613494873,0,1,0
1759,best roofing shingles on the market,a best roofing,2,0.7416027188301086,0,0,1
1760,a best roofing tulsa oklahoma,+a +best +roofing +tulsa,2,0.812216579914093,0,0,1
1761,a best roofing in tulsa,+a +best +roofing +tulsa,2,0.8535913228988647,0,1,0
1762,roofing company bixby,roofing company in my area,2,0.7700678110122681,0,0,1
1763,apple roofing omaha,roof repair company,2,0.5533550381660461,1,0,0
1764,temporary fix for missing shingles,roof repair near me,2,0.4425998032093048,1,0,0
1765,broken arrow roofing,roofing contractor service,2,0.5096285939216614,0,0,1
1766,farnsworth roofing,residential roof repair,2,0.659081220626831,0,0,1
1767,roof leaks in heavy rain,damaged roof repair,2,0.5087869167327881,1,0,0
1768,roofing companies coweta,residential roofing company,2,0.7056996822357178,1,0,0
1769,roofing a house,home roofing,1,0.8683444261550903,0,1,0
1770,owasso roofing,local roofer,2,0.6480637192726135,0,0,1
1771,nick roofing,roofing companies near me,2,0.551122784614563,0,0,1
1772,local roofing company,roofers near me,2,0.7637869119644165,0,1,0
1773,roofing contractors bartlesville ok,roofing general contractor,2,0.7141256332397461,0,0,1
1774,certified roofers,residential roofing contractor,2,0.745651125907898,1,0,0
1775,roof contractors,roofing company near me,2,0.7441244125366211,0,1,0
1776,rigo roofing,roofers near me,2,0.598000168800354,0,0,1
1777,blue roofing,residential roofing company,2,0.575226902961731,1,0,0
1778,sunroom roof repair near me,roof repair near me,2,0.9161680936813354,0,0,1
1779,roofers texarkana,roof repair company,2,0.6749600172042847,0,0,1
1780,a to z roofing,roofing company service,2,0.6218260526657104,0,0,1
1781,roofing companies in memphis,house roofing company,2,0.7317819595336914,0,0,1
1782,mars roofing,roofing companies near me,2,0.5838184952735901,1,0,0
1783,faux spanish tile roof,residential tile roofing,2,0.6944595575332642,0,0,1
1784,red shingles,roofing company in my area,2,0.2956849932670593,1,0,0
1785,malarkey roofing com,residential roofing company,2,0.7361011505126953,1,0,0
1786,roofing and construction near me,roof repair free estimate,2,0.5005210638046265,1,0,0
1787,roof loans,home roof replacement,2,0.6270115971565247,1,0,0
1788,roco roofing,roofing companies near me,2,0.6519806981086731,0,0,1
1789,roofing oklahoma,residential roofing company,2,0.6382588744163513,1,0,0
1790,roofing contractor collinsville,roofing in collinsville,2,0.8662778735160828,0,1,0
1791,o hara's son roofing,+roofing +contractor +service,2,0.5418461561203003,0,0,1
1792,done right roofing,roof installation service,1,0.5858159065246582,0,0,1
1793,nurnberg roofing,roof repair services,2,0.5366078615188599,1,0,0
1794,roof repair knoxville,roof repair in my area,2,0.7817763686180115,0,0,1
1795,landmark roofing,roofing companies near me,1,0.6784384846687317,1,0,0
1796,residential roofing owasso,roof repair in owasso,2,0.839400589466095,0,1,0
1797,roofing lawyer near me,roofers near me,2,0.6922352910041809,1,0,0
1798,sedgwick roofing,local roofer,2,0.6486790180206299,0,0,1
1799,roof installers,roofing company near me,2,0.7262173891067505,0,1,0
1800,roof replacement cost oklahoma,+house +roof +replacement,2,0.5396207571029663,0,0,1
1801,tulsa roof leak repair,+roof +leak +repair,2,0.7274506092071533,0,0,1
1802,tulsa roofing contractor,roofing in tulsa ok,2,0.7961331009864807,0,1,0
1803,top hat chimney and roofing,roofing contractor company,2,0.4368570148944855,0,0,1
1804,cost to replace a roof 2022,roof repair cost,2,0.6500394344329834,0,0,1
1805,roofing repair companies near me,roof repair free estimate,2,0.6777229309082031,1,0,0
1806,roofing contractors broken arrow,roofing contractor around me,2,0.5050597190856934,0,0,1
1807,roofing contractor tulsa ok,roofing in tulsa ok,2,0.8456944227218628,0,1,0
1808,roofing contractor tulsa ok,roof repair company tulsa,2,0.8857856392860413,0,1,0
1809,rescue roofing llc,residential roofing contractor,2,0.663888692855835,1,0,0
1810,roof buddy,roofing companies near me,2,0.5046793818473816,1,0,0
1811,rci roofing,residential roofing company,2,0.6166814565658569,1,0,0
1812,roofers in ada,home roofing contractor,2,0.6315287351608276,0,0,1
1813,new roof on rental property depreciation,home roof replacement,2,0.5601910352706909,1,0,0
1814,roofing companies near me free estimates,roof installation company,2,0.6732532978057861,0,0,1
1815,roofing contractor shawnee ok,roofing in shawnee,2,0.831519365310669,0,1,0
1816,promax roofing,roofing contractor company,2,0.5927329063415527,0,0,1
1817,covenant roofing,roof installation company,1,0.6820296049118042,0,0,1
1818,verizon roofing,roofing companies near me,2,0.6611326932907104,0,0,1
1819,deason roofing,residential roofing company,2,0.647807240486145,0,0,1
1820,residential roofing companies tulsa,top roofing company,2,0.6912204027175903,0,0,1
1821,teja roof,roofing contractor in tulsa,2,0.4302467405796051,1,0,0
1822,roof soffit repair,roof repair company,2,0.4715818166732788,1,0,0
1823,best roofing companies,residential roofing contractor,2,0.6343696713447571,1,0,0
1824,best roofing companies,roofing companies near me,2,0.8744450807571411,1,0,0
1825,oklahoma roofers,residential roofing contractor,2,0.5661689043045044,1,0,0
1826,how much is a roof replacement per square foot,+roofing +quote,2,0.4682294726371765,0,0,1
1827,waterproofing contractor,roofers near me,2,0.3535761833190918,1,0,0
1828,driller roofing,roofing companies near me,1,0.5995768308639526,1,0,0
1829,roofing stillwater ok,+roofing +contractor +service,2,0.5893892049789429,0,0,1
1830,roof 1300 sq ft house,residential roofing company,2,0.5778918266296387,1,0,0
1831,roofer com,roof installation company,2,0.8219763040542603,0,0,1
1832,mcroof us,roof repair specialist,2,0.09649410098791122,0,0,1
1833,install roof,house roof installation,2,0.8836876153945923,0,1,0
1834,roofing company muskogee ok,roof repair company,2,0.800743579864502,0,0,1
1835,cedar shaker roof,roof installation company,2,0.5169600248336792,1,0,0
1836,craftsman roofing,roofing companies near me,2,0.6534305810928345,1,0,0
1837,gap roofing pryor ok,roof replacement company,1,0.5102324485778809,0,0,1
1838,roofers near me that give free estimates,roof repair free estimate,2,0.7940678000450134,0,1,0
1839,roofing companies that finance,roof replacement financing,2,0.7109726667404175,0,1,0
1840,roof work,roof installation company,2,0.7221925854682922,1,0,0
1841,lee's roofing,+roofing +contractor +service,2,0.6571677923202515,0,0,1
1842,gresham roofing,residential roofing contractor,2,0.5985251069068909,1,0,0
1843,roofr report,roof repair services,2,0.5876519680023193,1,0,0
1844,todays roofing,roofing companies near me,2,0.6451538801193237,1,0,0
1845,roofing companies in bartlesville ok,roof repair bartlesville,2,0.7474694848060608,0,1,0
1846,roofing stroud,roofing companies near me,2,0.46983516216278076,0,0,1
1847,roof loft,residential roofing company,2,0.6124986410140991,1,0,0
1848,weddle and sons roofing,residential roofing contractor,2,0.5963426232337952,1,0,0
1849,best residential roof service,top roofer,2,0.6133356094360352,0,1,0
1850,best shingles for roof,residential roofing company,1,0.49610453844070435,1,0,0
1851,jnl roofing,home roofing contractor,1,0.6292380094528198,1,0,0
1852,metalman roofing,roof installation company,2,0.6300522089004517,1,0,0
1853,metalman roofing,roof repair services,2,0.6600993871688843,1,0,0
1854,contractors roofing,roof installers,2,0.8196142911911011,0,1,0
1855,roofing ridge cap,roofing company in my area,2,0.4853624105453491,1,0,0
1856,nearest roofing company,roofing contractors near me,2,0.8347858190536499,0,1,0
1857,owen corning roof,roof installation company,2,0.516126275062561,1,0,0
1858,roof shingle repair near me,roofers near me,2,0.6555076837539673,0,0,1
1859,roofing basics,damaged roof repair,2,0.6168380975723267,1,0,0
1860,sullivan roofing,roofing companies near me,2,0.6677870750427246,1,0,0
1861,roofing ok,roofing company in my area,2,0.6527791619300842,1,0,0
1862,belter roofing,home roofing contractor,2,0.5182192325592041,0,0,1
1863,bartlesville roofers,local roofer,2,0.7384534478187561,0,0,1
1864,roof buckling repair cost,roof repair,2,0.5631424784660339,0,0,1
1865,new roof assistance,roofing payment plans,2,0.6475129127502441,1,0,0
1866,how much shingle roof cost,residential roofing company,2,0.38136276602745056,1,0,0
1867,westin roofing,roofing companies near me,2,0.6379125118255615,0,0,1
1868,brand new roof,roofing companies near me,2,0.542678713798523,1,0,0
1869,roofco roofing,home roofing contractor,2,0.6776368618011475,0,0,1
1870,roof doctors,roof repair near me,2,0.6051726341247559,1,0,0
1871,roofing companies near me free estimates,roofing contractor in broken arrow,2,0.5216834545135498,1,0,0
1872,all phase roofing,home roofing contractor,2,0.5856777429580688,1,0,0
1873,roof rite,residential roofing company,1,0.5867406129837036,1,0,0
1874,edpm roofing,roof installation company,2,0.6465277671813965,1,0,0
1875,how much does it cost to roof a 2200 sq ft house,+house +roof +replacement,2,0.5346827507019043,0,0,1
1876,cherokee roofing,roofing companies near me,2,0.5693817138671875,0,0,1
1877,p g roofing and construction,roofing companies near me,2,0.6708341240882874,0,0,1
1878,rendon roofing,home roofing contractor,2,0.5846025347709656,0,0,1
1879,evans roofing company,residential roofing contractor,2,0.5846285820007324,1,0,0
1880,how much to get roof replaced,+house +roof +replacement,2,0.6626023054122925,0,0,1
1881,roof leaking repair near me,+roof +leak +repair,2,0.7889541387557983,0,0,1
1882,roofing contractor near me,residential roofing company,2,0.7448339462280273,1,0,0
1883,roofers in jenks,+roofing +contractor +jenks,2,0.8412767648696899,0,1,0
1884,roofers in jenks,+roofing +company +service,2,0.6258149743080139,0,0,1
1885,tulsa roof,roof repair service tulsa,2,0.7697204351425171,1,0,0
1886,roof brands shingles,roofing companies near me,2,0.6973897814750671,1,0,0
1887,best roofers in tulsa oklahoma,roof repair company tulsa,2,0.8432943820953369,0,1,0
1888,affordable roofing company near me,roof installation company,2,0.7710334062576294,0,0,1
1889,family owned roofing company,roof repair company,2,0.7863315343856812,0,0,1
1890,thunderbird roofing,roof installation company,2,0.648192286491394,1,0,0
1891,roof engineers,roof installation company,2,0.7326438426971436,1,0,0
1892,mmr roofing,+roofing +company +service,1,0.6006459593772888,0,0,1
1893,roofscapes exteriors,residential roofing company,2,0.5559755563735962,1,0,0
1894,best roofers in okc,+roof +repair +contractor,2,0.5737196207046509,0,0,1
1895,oklahoma roofers,roofing companies near me,2,0.6514032483100891,1,0,0
1896,whitlock roofing,roofing contractor service,1,0.5690417289733887,0,0,1
1897,frontier roofing,roofing companies near me,2,0.7163814306259155,1,0,0
1898,roofing repair near me,house roofers,2,0.6492802500724792,0,1,0
1899,triton roofing and restoration,roofing company service,2,0.6069414615631104,0,0,1
1900,kertland roofing,roof repair company,2,0.6501280665397644,1,0,0
1901,richardson roofing,roofing companies near me,2,0.6771477460861206,1,0,0
1902,roofing shingle companies,residential roofing contractor,2,0.6419426202774048,1,0,0
1903,kitchen fluorescent light replacement,light tube replacement,2,0.616291880607605,0,0,1
1904,skylight install,skylight installers,2,0.8661366105079651,0,1,0
1905,skylight replacement companies,skylight replacement,2,0.8158416748046875,0,0,1
1906,skylight upgrade,skylight replacement,2,0.7800559401512146,0,1,0
1907,skylight placement,skylight installation,2,0.733989953994751,0,1,0
1908,skylight window replacement,skylight window replacement,0,1.0000001192092896,0,1,0
1909,acrylic skylight dome replacement,skylight replacement,2,0.7250041961669922,0,0,1
1910,skylight installation,skylight installers,0,0.8589234948158264,0,1,0
1911,skylights tulsa,skylight company,2,0.5875676274299622,0,0,1
1912,solatube palm desert,solar tube company,2,0.2139270007610321,0,0,1
1913,solar tubes cost,light tube cost,2,0.7418397068977356,0,1,0
1914,sun tubes cost,solar tube cost,2,0.8626129031181335,0,1,0
1915,led 4 replacement tubes,light tube replacement,2,0.8070098757743835,0,0,1
1916,cost to add skylight,skylight cost,2,0.8764297366142273,0,1,0
1917,skylight leak repair near me,skylight replacement near me,2,0.728939950466156,0,0,1
1918,add a skylight,skylight installation,2,0.6944596767425537,0,1,0
1919,skylight service,skylight company,2,0.7960388660430908,0,0,1
1920,velux fs c06 skylight,skylight replacement,2,0.6094694137573242,0,0,1
1921,skylight replacement companies near me,skylight replacement,2,0.7743459343910217,0,0,1
1922,skylight replacement,skylight replacement,0,1.0000001192092896,0,1,0
1923,skylight installation cost,skylight installation,2,0.7348028421401978,0,0,1
1924,replace fluorescent,light tube replacement,2,0.5767674446105957,0,1,0
1925,skylight makers,skylight company,2,0.6970171332359314,0,1,0
1926,how much to install skylight,skylight installation,2,0.7148797512054443,0,0,1
1927,skylight replacement contractors near me,skylight replacement,2,0.7023643255233765,0,0,1
1928,replace skylights,skylight replacement,2,0.8448245525360107,0,0,1
1929,replace skylight near me,skylight replacement near me,2,0.8821078538894653,0,1,0
1930,how much to replace skylight,skylight replacement,2,0.8164495229721069,0,0,1
1931,cost to remove skylight and roof over,skylight replacement,2,0.6138213276863098,0,0,1
1932,cost of adding a skylight,skylight installation,2,0.588615357875824,0,0,1
1933,solatube portland oregon,solar tube company,2,0.18389776349067688,0,0,1
1934,replacement skylight dome,skylight replacement,2,0.8287354707717896,0,0,1
1935,sky window installation,skylight installation,2,0.7712932825088501,0,1,0
1936,cost of solatube,light tube cost,2,0.3658682703971863,0,0,1
1937,best roofing tulsa,a best roofing tulsa ok,2,0.9546689987182617,0,1,0
1938,best roofing company in tulsa ok,a best roofing tulsa ok,2,0.9606759548187256,0,1,0
1939,the best roofing company,a best roofing,2,0.8678547739982605,0,1,0
1940,abestroofing,a best roofing,2,0.2641385793685913,0,1,0
1941,a best roofing tulsa oklahoma,a best roofing tulsa,2,0.9744812250137329,0,1,0
1942,highest rated roofing companies near me,a best roofing,2,0.7693295478820801,0,0,1
1943,a best roofing tulsa oklahoma,a best roofing tulsa ok,2,0.9926154613494873,0,1,0
1944,top roofing companies near me,a best roofing,2,0.7591806650161743,0,0,1
1945,longhorn commercial roofing,+commercial +roofing +company,2,0.6421758532524109,0,0,1
1946,tecta world,commercial roofing contractors near me,2,0.07323671877384186,1,0,0
1947,tulsa roof replacement,commercial roofing tulsa,2,0.8251650333404541,1,0,0
1948,gardner construction,commercial roofing company,2,0.315047949552536,1,0,0
1949,flat roof leaking through ceiling,flat roof repair,2,0.6371803879737854,0,0,1
1950,outreach roofing and construction,commercial roofing company,1,0.6392449736595154,0,0,1
1951,commercial roofing near me,commercial roof repair company,2,0.7634058594703674,0,1,0
1952,tulsa roofing companies,commercial roofers tulsa OK,2,0.9057203531265259,0,1,0
1953,reasonable roofing companies,commercial flat roof replacement,2,0.5823386907577515,1,0,0
1954,henderson roofing,commercial roof repair,2,0.659543514251709,1,0,0
1955,roofers in tulsa,commercial roofing tulsa,2,0.8606712818145752,1,0,0
1956,grp roofing,commercial flat roof replacement,2,0.5012789964675903,1,0,0
1957,roof repair tulsa,commercial roofing tulsa,2,0.8479618430137634,1,0,0
1958,flat roof roofing companies near me,commercial flat roof replacement,2,0.68274986743927,1,0,0
1959,jm roofing,commercial roofing company,1,0.6970309615135193,0,0,1
1960,findlay roofing,commercial roofing contractor,1,0.5553821325302124,1,0,0
1961,home insulation services near me,attic insulation service,1,0.7231417298316956,1,0,0
1962,cost to have blown in insulation installed,blown in insulation installation,1,0.6768732070922852,0,0,1
1963,blow in insulation near me,blow in insulation near me,0,1.0000001192092896,0,1,0
1964,cost of blown in fiberglass insulation,blown in attic insulation,1,0.6025826930999756,0,0,1
1965,attic insulation cost,attic insulation quote,1,0.8220852613449097,0,1,0
1966,blow in fiberglass insulation in walls,attic insulation service,2,0.5031830072402954,1,0,0
1967,certainteed blown insulation coverage chart,blown in roof insulation,2,0.5906780958175659,0,0,1
1968,insulation on top of roof,roof insulation,2,0.8546566367149353,0,1,0
1969,attic addicts,attic insulation service,2,0.4881998598575592,1,0,0
1970,garage ceiling insulation,garage roof insulation,2,0.9078736305236816,0,1,0
1971,farha roofing,residential roofing contractor,2,0.5730565786361694,1,0,0
1972,quotes about roofs,roofing quotes,1,0.7943752408027649,0,1,0
1973,bwc roofing,local roofer,1,0.6009014844894409,0,0,1
1974,attic floor installation near me,attic insulation service,1,0.5136058330535889,1,0,0
1975,affordable insulation tulsa,attic insulation service,1,0.5517054200172424,1,0,0
1976,affordable insulation of oklahoma,attic insulation service,1,0.5642451047897339,1,0,0
1977,construction company,residential roofing contractor,1,0.5761852860450745,1,0,0
1978,burggraf roofing tulsa commercial roof company,commercial roof repair company,1,0.6741765737533569,0,0,1
1979,rubber roofers near me,rubber roof company,0,0.7640297412872314,0,0,1
1980,roofing sites,commercial roofing contractor,1,0.6352701187133789,1,0,0
1981,rubber roof,flat roof repair,1,0.4489867687225342,1,0,0
1982,hi tech roofing,commercial roofing company,1,0.6374303102493286,0,0,1
1983,commercial roofing company,commercial roofing company,0,1.0,0,1,0
1984,epdm roof maintenance,EPDM roofers,0,0.8737196326255798,0,0,1
1985,flat roof repair,flat roof repair,0,1.0000001192092896,0,1,0
1986,burggraf roofing commercial roofing contractor tulsa,commercial roofing tulsa,1,0.757649302482605,0,0,1
1987,prestige commercial construction tulsa,commercial roofing contractor,1,0.45016682147979736,1,0,0
1988,roof overlay,commercial flat roof replacement,2,0.5225327610969543,1,0,0
1989,light tube skylight installation,skylight installation,2,0.7257300019264221,0,0,1
1990,skylight replacement lens,skylight replacement,2,0.8388042449951172,0,0,1
1991,cost to replace skylight,skylight replacement,2,0.7938562035560608,0,0,1
1992,sky light install cost,skylight installers,2,0.6668677926063538,0,0,1
1993,round skylight diffuser replacement,skylight replacement,2,0.6464537382125854,0,0,1
1994,led fluorescent tube replacement,light tube replacement,2,0.8401578664779663,0,0,1
1995,how much to add a skylight,skylight installation,2,0.603093683719635,0,0,1
1996,cincinnati skylight,skylight company,2,0.6341086626052856,0,0,1
1997,solar tube installation cost,solar tube cost,2,0.9480567574501038,0,1,0
1998,velux window installation cost,skylight installation,2,0.23120830953121185,0,0,1
1999,epdm rubber roof,EPDM roofing,2,0.8092667460441589,0,1,0
2000,repair leak on flat roof,flat roof repair,2,0.7834935188293457,0,1,0
2001,keystone commercial roofing,commercial roofing company,2,0.784328043460846,1,0,0
2002,roofing contractors near me,commercial roofing tulsa,2,0.6582287549972534,1,0,0
2003,roofing level,commercial roofing contractor,2,0.49723124504089355,1,0,0
2004,commercial roofing repair near me,commercial roofers,2,0.7613134384155273,0,1,0
2005,roofing companies in oklahoma,commercial roofing company,2,0.6924446821212769,0,0,1
2006,commercial roofing companies jenks,commercial roof repair contractor,2,0.6735308766365051,0,0,1
2007,commercial metal roof,commercial roofing company,2,0.7027347683906555,1,0,0
2008,roofing muskogee ok,commercial roofing muskogee,2,0.9214010238647461,1,0,0
2009,low slope roofing solutions,low slope roofers,2,0.8763929605484009,0,0,1
2010,rolled roofing installation,flat roof repair,2,0.5977869033813477,1,0,0
2011,rubber roofing,commercial roof repair,2,0.6241074800491333,1,0,0
2012,flat roof repair contractors near me,commercial flat roof replacement,2,0.6908218860626221,1,0,0
2013,tpo rubber roof,rubber roofers,2,0.6624220013618469,0,0,1
2014,epdm roofing,commercial roofers near me,2,0.4592657685279846,1,0,0
2015,flat roofing contractors,+flat +roof +repair +contractor,2,0.7993826866149902,0,1,0
2016,roofing company tulsa ok,commercial roofing tulsa,2,0.8492838144302368,0,1,0
2017,flat metal roof installation,flat roof installation,2,0.8845570087432861,0,0,1
2018,commercial roofing contractors tulsa,commercial roofing company near me,2,0.738516092300415,0,0,1
2019,turbo poly seal,flat roof repair,2,0.16537266969680786,1,0,0
2020,asphalt flat roof,commercial flat roof replacement,2,0.6231203079223633,1,0,0
2021,gaf commercial roofing,commercial roof repair contractor,2,0.6780047416687012,0,0,1
2022,commercial roofing tulsa,commercial roofers tulsa OK,0,0.9136974215507507,0,1,0
2023,rubber roofing company,rubber roof company,0,0.9626782536506653,0,1,0
2024,rubber roof tiles outdoor,rubber roofers,2,0.7118750214576721,0,0,1
